(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.24, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.13, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.13, -0.09),(0.35, 0.10, -0.08),(0.36, 0.18, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.34, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.15, -0.06),(0.29, 0.13, -0.07),(0.33, 0.09, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.06),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.13, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.13, -0.09),(0.35, 0.10, -0.08),(0.36, 0.18, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.34, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.15, -0.06),(0.29, 0.13, -0.07),(0.33, 0.09, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.05),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.08),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.13, -0.09),(0.35, 0.10, -0.08),(0.36, 0.18, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.34, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.05),(0.29, 0.13, -0.07),(0.33, 0.09, -0.08),(0.35, 0.08, -0.06),(0.37, 0.10, -0.05),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.08),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.13, -0.09),(0.35, 0.10, -0.08),(0.36, 0.18, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.34, 0.23, -0.08),(0.37, 0.19, -0.07),(0.37, 0.16, -0.07),(0.37, 0.14, -0.05),(0.29, 0.13, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.05),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.13, -0.09),(0.35, 0.10, -0.08),(0.36, 0.18, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.35, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.06),(0.29, 0.13, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.06),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.29, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.12, -0.09),(0.35, 0.10, -0.08),(0.36, 0.17, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.35, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.06),(0.29, 0.13, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.06),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.12, -0.09),(0.35, 0.10, -0.08),(0.36, 0.17, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.35, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.06),(0.29, 0.13, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.06),(0.37, 0.13, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.26, -0.09),(0.32, 0.26, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.17, -0.10),(0.35, 0.12, -0.09),(0.35, 0.10, -0.08),(0.36, 0.17, -0.09),(0.37, 0.14, -0.08),(0.37, 0.12, -0.07),(0.34, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.06),(0.29, 0.13, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.06),(0.37, 0.12, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.25, -0.09),(0.32, 0.25, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.09),(0.28, 0.15, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.34, 0.16, -0.10),(0.35, 0.12, -0.09),(0.35, 0.10, -0.08),(0.36, 0.17, -0.09),(0.37, 0.14, -0.08),(0.37, 0.11, -0.07),(0.35, 0.23, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.06),(0.29, 0.12, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.10, -0.06),(0.37, 0.12, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
(0.32, 0.25, -0.09),(0.32, 0.25, -0.09),(0.31, 0.23, -0.09),(0.30, 0.21, -0.09),(0.29, 0.18, -0.08),(0.29, 0.14, -0.08),(0.32, 0.16, -0.11),(0.33, 0.12, -0.10),(0.33, 0.10, -0.09),(0.35, 0.16, -0.10),(0.35, 0.12, -0.09),(0.35, 0.10, -0.08),(0.36, 0.17, -0.09),(0.37, 0.14, -0.08),(0.37, 0.11, -0.07),(0.35, 0.22, -0.08),(0.37, 0.19, -0.08),(0.37, 0.16, -0.07),(0.37, 0.14, -0.06),(0.29, 0.12, -0.07),(0.33, 0.08, -0.08),(0.35, 0.08, -0.07),(0.37, 0.09, -0.06),(0.37, 0.12, -0.04),(0.00, 0.45, 0.00),(0.00, 0.45, 0.00),(-0.01, 0.44, 0.02),(0.00, 0.45, 0.00),(0.00, 0.45, 0.03),(0.00, 0.45, 0.07),(-0.02, 0.44, 0.10),(-0.02, 0.44, 0.13),(-0.02, 0.44, 0.16),(0.00, 0.45, 0.10),(0.00, 0.45, 0.14),(0.00, 0.45, 0.17),(0.02, 0.44, 0.09),(0.02, 0.44, 0.13),(0.02, 0.44, 0.15),(0.02, 0.44, 0.03),(0.02, 0.44, 0.08),(0.02, 0.44, 0.11),(0.02, 0.44, 0.13),(0.00, 0.45, 0.09),(-0.02, 0.44, 0.18),(0.00, 0.45, 0.19),(0.02, 0.45, 0.18),(0.02, 0.44, 0.15)
